Manufacturer,Model,Code,Type,Engine Type
GREAT LAKES,Sport,G2T1,Fixed-Wing,Piston
GREAT LAKES,Sport Trainer,G2T1,Fixed-Wing,Piston
GREAT PLAINS,Sonerai,SRAI,Fixed-Wing,Piston
GREGA,Aircamper,CAMP,Fixed-Wing,Piston
GREGA,GN-1 Aircamper,CAMP,Fixed-Wing,Piston
GRIFFON,Lionheart,LION,Fixed-Wing,Piston
GRIFFON AERO,Griffon,GRFN,Fixed-Wing,Piston
GRINVALDS,G-801 Orion,G800,Fixed-Wing,Piston
GRINVALDS,G-802 Orion,G800,Fixed-Wing,Piston
GRINVALDS,Orion,G800,Fixed-Wing,Piston
GROB,Acro,G15T,Fixed-Wing,Piston
GROB,Bavarian,G115,Fixed-Wing,Piston
GROB,D-500 Egrett 2,EGRT,Fixed-Wing,Turboprop/Turboshaft
GROB,Egrett 2,EGRT,Fixed-Wing,Turboprop/Turboshaft
GROB,G-103C Twin 3SL,G103,Fixed-Wing,Piston
GROB,G-109,G109,Fixed-Wing,Piston
GROB,G-109 Ranger,G109,Fixed-Wing,Piston
GROB,G-109 Vigilant,G109,Fixed-Wing,Piston
GROB,G-115,G115,Fixed-Wing,Piston
GROB,G-115A,G115,Fixed-Wing,Piston
GROB,G-115B,G115,Fixed-Wing,Piston
GROB,G-115C,G115,Fixed-Wing,Piston
GROB,G-115D,G115,Fixed-Wing,Piston
GROB,G-115D Bavarian,G115,Fixed-Wing,Piston
GROB,G-115D Heron,G115,Fixed-Wing,Piston
GROB,G-115E,G115,Fixed-Wing,Piston
GROB,G-115E Tutor,G115,Fixed-Wing,Piston
GROB,G-115T Acro,G15T,Fixed-Wing,Piston
GROB,G-120,G120,Fixed-Wing,Piston
GROB,G-120 Snunit,G120,Fixed-Wing,Piston
GROB,G-140TP,G140,Fixed-Wing,Turboprop/Turboshaft
GROB,G-160 Ranger,G160,Fixed-Wing,Turboprop/Turboshaft
GROB,G-180 SPn Utility Jet,GSPN,Fixed-Wing,Jet
GROB,G-520 Strato 1,EGRT,Fixed-Wing,Turboprop/Turboshaft
GROB,G-850 Strato 2C,G850,Fixed-Wing,Piston
GROB,GF-200,GF20,Fixed-Wing,Piston
GROB,Heron,G115,Fixed-Wing,Piston
GROB,Ranger (G-109),G109,Fixed-Wing,Piston
GROB,Ranger (G-160),G160,Fixed-Wing,Turboprop/Turboshaft
GROB,Snunit,G120,Fixed-Wing,Piston
GROB,SPn Utility Jet,GSPN,Fixed-Wing,Jet
GROB,Strato 1,EGRT,Fixed-Wing,Turboprop/Turboshaft
GROB,Strato 2C,G850,Fixed-Wing,Piston
GROB,Tutor,G115,Fixed-Wing,Piston
GROB,Twin 3SL,G103,Fixed-Wing,Piston
GROB,Vigilant,G109,Fixed-Wing,Piston
GROB,G-120TP,G12T,Fixed-Wing,Turboprop/Turboshaft
GROEN,H2X Hawk 3,HAW3,Gyrocopter,Piston
GROEN,Hawk 3,HAW3,Gyrocopter,Piston
GROEN,Hawk 4,HW4P,Gyrocopter,Piston
GROEN,Jet Hawk 4T,HW4T,Gyrocopter,Turboprop/Turboshaft
GROEN,Revcon 6G,REV6,Gyrocopter,Turboprop/Turboshaft
GROPPO,Trail,TRAL,Fixed-Wing,Piston
GROPPO,G-70,G70,Fixed-Wing,Piston
GROSSO,Easy Eagle,EAEA,Fixed-Wing,Piston
GROVE,GR-2 Whisper,WHIS,Fixed-Wing,Piston
GROVE,Whisper,WHIS,Fixed-Wing,Piston
GROVER,J-6 Karatoo,KTOO,Fixed-Wing,Piston
GROVER,Karatoo,KTOO,Fixed-Wing,Piston
GRUMMAN,A-6 Intruder,A6,Fixed-Wing,Jet
GRUMMAN,Academe,G159,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,Ag-Cat,G164,Fixed-Wing,Piston
GRUMMAN,Albatross,U16,Amphibian,Piston
GRUMMAN,AO-1 Mohawk,V1,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,Avenger,TBM,Fixed-Wing,Piston
GRUMMAN,Bearcat,BCAT,Fixed-Wing,Piston
GRUMMAN,C-1 Trader,G96,Fixed-Wing,Piston
GRUMMAN,C-2 Greyhound,C2,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,C-20J Gulfstream 2SP,GLF2,Fixed-Wing,Jet
GRUMMAN,Daya,E2,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,E-2 Daya,E2,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,E-2 Hawkeye,E2,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,E-8 J-Stars,B703,Fixed-Wing,Jet
GRUMMAN,EA-6 Prowler,A6,Fixed-Wing,Jet
GRUMMAN,EF-111 Raven,F111,Fixed-Wing,Jet
GRUMMAN,F3F Replica,F3F,Fixed-Wing,Piston
GRUMMAN,F4F Wildcat,WCAT,Fixed-Wing,Piston
GRUMMAN,F6F Hellcat,HCAT,Fixed-Wing,Piston
GRUMMAN,F7F Tigercat,TCAT,Fixed-Wing,Piston
GRUMMAN,F8F Bearcat,BCAT,Fixed-Wing,Piston
GRUMMAN,F9F Panther,F9F,Fixed-Wing,Jet
GRUMMAN,F-14 Tomcat,F14,Fixed-Wing,Jet
GRUMMAN,G-11 Replica,F3F,Fixed-Wing,Piston
GRUMMAN,G-21A Goose,G21,Amphibian,Piston
GRUMMAN,G-32 Replica,F3F,Fixed-Wing,Piston
GRUMMAN,G-36 Wildcat,WCAT,Fixed-Wing,Piston
GRUMMAN,G-38 Goose,G21,Amphibian,Piston
GRUMMAN,G-39 Goose,G21,Amphibian,Piston
GRUMMAN,G-40 Avenger,TBM,Fixed-Wing,Piston
GRUMMAN,G-44 Widgeon,G44,Amphibian,Piston
GRUMMAN,G-50 Hellcat,HCAT,Fixed-Wing,Piston
GRUMMAN,G-51 Tigercat,TCAT,Fixed-Wing,Piston
GRUMMAN,G-58 Bearcat,BCAT,Fixed-Wing,Piston
GRUMMAN,G-64 Albatross,U16,Amphibian,Piston
GRUMMAN,G-73 Mallard,G73,Amphibian,Piston
GRUMMAN,G-73T Turbo Mallard,G73T,Amphibian,Turboprop/Turboshaft
GRUMMAN,G-79 Panther,F9F,Fixed-Wing,Jet
GRUMMAN,G-89 Tracker,S2P,Fixed-Wing,Piston
GRUMMAN,G-96 Trader,G96,Fixed-Wing,Piston
GRUMMAN,G-111 Albatross,U16,Amphibian,Piston
GRUMMAN,G-128 Intruder,A6,Fixed-Wing,Jet
GRUMMAN,G-128 Prowler,A6,Fixed-Wing,Jet
GRUMMAN,G-134 Mohawk,V1,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,G-159 Gulfstream 1,G159,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,G-164 Ag-Cat,G164,Fixed-Wing,Piston
GRUMMAN,G-164 Super Ag-Cat,G164,Fixed-Wing,Piston
GRUMMAN,G-164 Turbo Ag-Cat,G64T,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,G-1159 Gulfstream 2,GLF2,Fixed-Wing,Jet
GRUMMAN,G-1159 Gulfstream 2SP,GLF2,Fixed-Wing,Jet
GRUMMAN,G-1159B Gulfstream 2B,GLF2,Fixed-Wing,Jet
GRUMMAN,Goose,G21,Amphibian,Piston
GRUMMAN,Greyhound,C2,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,Gulfstream 1,G159,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,Gulfstream 2,GLF2,Fixed-Wing,Jet
GRUMMAN,Gulfstream 2B,GLF2,Fixed-Wing,Jet
GRUMMAN,Gulfstream 2SP,GLF2,Fixed-Wing,Jet
GRUMMAN,Hawkeye,E2,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,Hellcat,HCAT,Fixed-Wing,Piston
GRUMMAN,HU-16 Albatross,U16,Amphibian,Piston
GRUMMAN,Intruder,A6,Fixed-Wing,Jet
GRUMMAN,J4F Widgeon,G44,Amphibian,Piston
GRUMMAN,JRF Goose,G21,Amphibian,Piston
GRUMMAN,J-Stars,B703,Fixed-Wing,Jet
GRUMMAN,KA-6 Intruder,A6,Fixed-Wing,Jet
GRUMMAN,Mallard,G73,Amphibian,Piston
GRUMMAN,Mohawk,V1,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,OV-1 Mohawk,V1,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,P-16 Tracker,S2P,Fixed-Wing,Piston
GRUMMAN,Panther,F9F,Fixed-Wing,Jet
GRUMMAN,Prowler,A6,Fixed-Wing,Jet
GRUMMAN,Raven,F111,Fixed-Wing,Jet
GRUMMAN,RV-1 Mohawk,V1,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,S-2 Tracker,S2P,Fixed-Wing,Piston
GRUMMAN,S-2 Turbo Tracker,S2T,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,S2F Tracker,S2P,Fixed-Wing,Piston
GRUMMAN,SA-16 Albatross,U16,Amphibian,Piston
GRUMMAN,Super Ag-Cat,G164,Fixed-Wing,Piston
GRUMMAN,TBF Avenger,TBM,Fixed-Wing,Piston
GRUMMAN,TC-4 Academe,G159,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,TE-2 Hawkeye,E2,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,TF Trader,G96,Fixed-Wing,Piston
GRUMMAN,Tigercat,TCAT,Fixed-Wing,Piston
GRUMMAN,Tomcat,F14,Fixed-Wing,Jet
GRUMMAN,Tracker,S2P,Fixed-Wing,Piston
GRUMMAN,Trader,G96,Fixed-Wing,Piston
GRUMMAN,Turbo Ag-Cat,G64T,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,Turbo Mallard,G73T,Amphibian,Turboprop/Turboshaft
GRUMMAN,Turbo Tracker,S2T,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,UF Albatross,U16,Amphibian,Piston
GRUMMAN,VC-4 Gulfstream 1,G159,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN,VC-11 Gulfstream 2,GLF2,Fixed-Wing,Jet
GRUMMAN,Widgeon,G44,Amphibian,Piston
GRUMMAN,Wildcat,WCAT,Fixed-Wing,Piston
GRUMMAN AMERICAN,AA-1 Lynx,AA1,Fixed-Wing,Piston
GRUMMAN AMERICAN,AA-1 T-Cat,AA1,Fixed-Wing,Piston
GRUMMAN AMERICAN,AA-1 Tr2,AA1,Fixed-Wing,Piston
GRUMMAN AMERICAN,AA-1 Trainer,AA1,Fixed-Wing,Piston
GRUMMAN AMERICAN,AA-5 Cheetah,AA5,Fixed-Wing,Piston
GRUMMAN AMERICAN,AA-5 Tiger,AA5,Fixed-Wing,Piston
GRUMMAN AMERICAN,AA-5 Traveler,AA5,Fixed-Wing,Piston
GRUMMAN AMERICAN,Ag-Cat,G164,Fixed-Wing,Piston
GRUMMAN AMERICAN,Cheetah,AA5,Fixed-Wing,Piston
GRUMMAN AMERICAN,Cougar,GA7,Fixed-Wing,Piston
GRUMMAN AMERICAN,G-164 Ag-Cat,G164,Fixed-Wing,Piston
GRUMMAN AMERICAN,G-164 Super Ag-Cat,G164,Fixed-Wing,Piston
GRUMMAN AMERICAN,G-164 Turbo Ag-Cat,G64T,Fixed-Wing,Turboprop/Turboshaft
GRUMMAN AMERICAN,G-1159 Gulfstream 2,GLF2,Fixed-Wing,Jet
GRUMMAN AMERICAN,G-1159 Gulfstream 2SP,GLF2,Fixed-Wing,Jet
GRUMMAN AMERICAN,G-1159B Gulfstream 2B,GLF2,Fixed-Wing,Jet
GRUMMAN AMERICAN,G-1159TT Gulfstream 2TT,GLF2,Fixed-Wing,Jet
GRUMMAN AMERICAN,GA-7 Cougar,GA7,Fixed-Wing,Piston
GRUMMAN AMERICAN,Gulfstream 2,GLF2,Fixed-Wing,Jet
GRUMMAN AMERICAN,Gulfstream 2B,GLF2,Fixed-Wing,Jet
GRUMMAN AMERICAN,Gulfstream 2SP,GLF2,Fixed-Wing,Jet
GRUMMAN AMERICAN,Gulfstream 2TT,GLF2,Fixed-Wing,Jet
GRUMMAN AMERICAN,Lynx,AA1,Fixed-Wing,Piston
GRUMMAN AMERICAN,Super Ag-Cat,G164,Fixed-Wing,Piston
GRUMMAN AMERICAN,T-Cat,AA1,Fixed-Wing,Piston
GRUMMAN AMERICAN,Tiger,AA5,Fixed-Wing,Piston
GRUMMAN AMERICAN,Tr2,AA1,Fixed-Wing,Piston
GRUMMAN AMERICAN,Trainer,AA1,Fixed-Wing,Piston
GRUMMAN AMERICAN,Traveler,AA5,Fixed-Wing,Piston
GRUMMAN AMERICAN,Turbo Ag-Cat,G64T,Fixed-Wing,Turboprop/Turboshaft
GRYF,MD-3 Rider,MD3R,Fixed-Wing,Piston
GRYF,MD-3 SportRider,MD3R,Fixed-Wing,Piston
GRYF,Rider,MD3R,Fixed-Wing,Piston
GRYF,SportRider,MD3R,Fixed-Wing,Piston
GRYF,P-27 Skyster,P27,Fixed-Wing,Piston
GRYF,Skyster,P27,Fixed-Wing,Piston
GUERIN,G-1,G1,Fixed-Wing,Piston
GUIMBAL,Cabri,G2CA,Helicopter,Piston
GUIMBAL,G-2 Cabri,G2CA,Helicopter,Piston
GUIZHOU,F-6,MG19,Fixed-Wing,Jet
GUIZHOU,FT-7,MG21,Fixed-Wing,Jet
GUIZHOU,FTC-2000 Shanying,JL9,Fixed-Wing,Jet
GUIZHOU,J-6,MG19,Fixed-Wing,Jet
GUIZHOU,JJ-7,MG21,Fixed-Wing,Jet
GUIZHOU,JL-9 Shanying,JL9,Fixed-Wing,Jet
GUIZHOU,Shanying,JL9,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,690 Jetprop Commander 840,AC90,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AEROSPACE,690 Jetprop Commander 900,AC90,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AEROSPACE,695 Jetprop Commander 980,AC95,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AEROSPACE,695 Jetprop Commander 1000,AC95,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AEROSPACE,C-20A Gulfstream 3,GLF3,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,C-20B Gulfstream 3,GLF3,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,C-20C Gulfstream 3,GLF3,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,C-20D Gulfstream 3,GLF3,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,C-20E Gulfstream 3,GLF3,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,C-20F Gulfstream 4,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,C-20G Gulfstream 4,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,C-20H Gulfstream 4,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,C-37 Gulfstream 5,GLF5,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-4 Gulfstream 4,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-4 Gulfstream 4SP,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-4 Gulfstream G300,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-4 Gulfstream G350,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-4 Gulfstream G400,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-4 Gulfstream SRA-4,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-4X Gulfstream G450,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-5 Gulfstream 5,GLF5,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-5SP Gulfstream 5SP,GLF5,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-5SP Gulfstream G500,GLF5,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-5SP Gulfstream G550,GLF5,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-1159A Gulfstream 3,GLF3,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-1159A Gulfstream SRA-1,GLF3,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Shavit,GLF5,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-5 Shavit,GLF5,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream 3,GLF3,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream 4,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream 4SP,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream 5,GLF5,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream 5SP,GLF5,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream G300,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream G350,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream G400,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream G450,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream G550,GLF5,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream SRA-1,GLF3,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream SRA-4,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Jetprop Commander 840,AC90,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AEROSPACE,Jetprop Commander 900,AC90,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AEROSPACE,Jetprop Commander 980,AC95,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AEROSPACE,Jetprop Commander 1000,AC95,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AEROSPACE,S102 Gulfstream 4,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-5SP Eitam,GLF5,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Tp102 Gulfstream 4,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,U-4 Gulfstream 4,GLF4,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Eitam,GLF5,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream G650,GLF6,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream G280,G280,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream G500 (G-5SP),GLF5,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream G100,ASTR,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream G150,G150,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream G200,GALX,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream G250,G250,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-7 Gulfstream G500,GA5C,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-7 Gulfstream G600,GA6C,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream G500 (G-7),GA5C,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream G600,GA6C,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,G-8 Gulfstream G700,GA7C,Fixed-Wing,Jet
GULFSTREAM AEROSPACE,Gulfstream G700,GA7C,Fixed-Wing,Jet
GULFSTREAM AMERICAN,690 Jetprop Commander 840,AC90,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AMERICAN,690 Jetprop Commander 900,AC90,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AMERICAN,695 Jetprop Commander 980,AC95,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AMERICAN,695 Jetprop Commander 1000,AC95,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AMERICAN,AA-1 Lynx,AA1,Fixed-Wing,Piston
GULFSTREAM AMERICAN,AA-1 T-Cat,AA1,Fixed-Wing,Piston
GULFSTREAM AMERICAN,AA-5 Cheetah,AA5,Fixed-Wing,Piston
GULFSTREAM AMERICAN,AA-5 Tiger,AA5,Fixed-Wing,Piston
GULFSTREAM AMERICAN,Ag-Cat,G164,Fixed-Wing,Piston
GULFSTREAM AMERICAN,Cheetah,AA5,Fixed-Wing,Piston
GULFSTREAM AMERICAN,Cougar,GA7,Fixed-Wing,Piston
GULFSTREAM AMERICAN,G-164 Ag-Cat,G164,Fixed-Wing,Piston
GULFSTREAM AMERICAN,G-164 Super Ag-Cat,G164,Fixed-Wing,Piston
GULFSTREAM AMERICAN,G-164 Turbo Ag-Cat,G64T,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AMERICAN,G-1159 Gulfstream 2,GLF2,Fixed-Wing,Jet
GULFSTREAM AMERICAN,G-1159 Gulfstream 2SP,GLF2,Fixed-Wing,Jet
GULFSTREAM AMERICAN,G-1159A Gulfstream 3,GLF3,Fixed-Wing,Jet
GULFSTREAM AMERICAN,G-1159A Gulfstream SMA-3,GLF3,Fixed-Wing,Jet
GULFSTREAM AMERICAN,G-1159B Gulfstream 2B,GLF2,Fixed-Wing,Jet
GULFSTREAM AMERICAN,G-1159TT Gulfstream 2TT,GLF2,Fixed-Wing,Jet
GULFSTREAM AMERICAN,GA-7 Cougar,GA7,Fixed-Wing,Piston
GULFSTREAM AMERICAN,Gulfstream 2,GLF2,Fixed-Wing,Jet
GULFSTREAM AMERICAN,Gulfstream 2B,GLF2,Fixed-Wing,Jet
GULFSTREAM AMERICAN,Gulfstream 2SP,GLF2,Fixed-Wing,Jet
GULFSTREAM AMERICAN,Gulfstream 2TT,GLF2,Fixed-Wing,Jet
GULFSTREAM AMERICAN,Gulfstream 3,GLF3,Fixed-Wing,Jet
GULFSTREAM AMERICAN,Gulfstream SMA-3,GLF3,Fixed-Wing,Jet
GULFSTREAM AMERICAN,Jetprop Commander 840,AC90,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AMERICAN,Jetprop Commander 900,AC90,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AMERICAN,Jetprop Commander 980,AC95,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AMERICAN,Jetprop Commander 1000,AC95,Fixed-Wing,Turboprop/Turboshaft
GULFSTREAM AMERICAN,Lynx,AA1,Fixed-Wing,Piston
GULFSTREAM AMERICAN,Super Ag-Cat,G164,Fixed-Wing,Piston
GULFSTREAM AMERICAN,T-Cat,AA1,Fixed-Wing,Piston
GULFSTREAM AMERICAN,Tiger,AA5,Fixed-Wing,Piston
GULFSTREAM AMERICAN,Turbo Ag-Cat,G64T,Fixed-Wing,Turboprop/Turboshaft
GYROFLUG,SC-01 Speed Canard,SC01,Fixed-Wing,Piston
GYROFLUG,Speed Canard,SC01,Fixed-Wing,Piston
GÖTAVERKEN,GV-38,SPST,Fixed-Wing,Piston
HAGGLUND,Bestmann,BU81,Fixed-Wing,Piston
HAGGLUND,Bü-181 Bestmann,BU81,Fixed-Wing,Piston
HAINZ,CP-301 Emeraude,CP30,Fixed-Wing,Piston
HAINZ,Emeraude,CP30,Fixed-Wing,Piston
HALBERSTADT,D-4 Replica,HLD4,Fixed-Wing,Piston
HALL,WH-4 Harpoon,WH4,Fixed-Wing,Turboprop/Turboshaft
HALL,WH-6 Harpoon,WH4,Fixed-Wing,Turboprop/Turboshaft
HALL,Harpoon,WH4,Fixed-Wing,Turboprop/Turboshaft
HALLEY,Apollo Fox,AFOX,Fixed-Wing,Piston
HALSTED,Saffire,SAFF,Fixed-Wing,Piston
HAMILTON,Little Liner,BE18,Fixed-Wing,Piston
HAMILTON,Nomair,T28,Fixed-Wing,Piston
HAMILTON,T-28 Nomair,T28,Fixed-Wing,Piston
HAMILTON,Westwind 2,B18T,Fixed-Wing,Turboprop/Turboshaft
HAMILTON,Westwind 3,B18T,Fixed-Wing,Turboprop/Turboshaft
HANDLEY PAGE,HP-137 Jetstream 1,JS1,Fixed-Wing,Turboprop/Turboshaft
HANDLEY PAGE,HP-137 Jetstream 200,JS20,Fixed-Wing,Turboprop/Turboshaft
HANDLEY PAGE,Jetstream 1,JS1,Fixed-Wing,Turboprop/Turboshaft
HANDLEY PAGE,Jetstream 200,JS20,Fixed-Wing,Turboprop/Turboshaft
HANDLEY PAGE,Jetstream T.Mk.1,JS20,Fixed-Wing,Turboprop/Turboshaft
HANDLEY PAGE,Jetstream T.Mk.2,JS20,Fixed-Wing,Turboprop/Turboshaft
HAPI,Cygnet,SF2,Fixed-Wing,Piston
HAPI,SF-2 Cygnet,SF2,Fixed-Wing,Piston
HARBIN,H-5,IL28,Fixed-Wing,Jet
HARBIN,H-410 Haitun,AS65,Helicopter,Turboprop/Turboshaft
HARBIN,H-425 Haitun,AS65,Helicopter,Turboprop/Turboshaft
HARBIN,Haitun,AS65,Helicopter,Turboprop/Turboshaft
HARBIN,Harbinger,Y12,Fixed-Wing,Turboprop/Turboshaft
HARBIN,HC-120,EC20,Helicopter,Turboprop/Turboshaft
HARBIN,HJ-5,IL28,Fixed-Wing,Jet
HARBIN,HZ-5,IL28,Fixed-Wing,Jet
HARBIN,PS-5,SH5,SeaPlane,Turboprop/Turboshaft
HARBIN,SH-5,SH5,SeaPlane,Turboprop/Turboshaft
HARBIN,WZ-9 Haitun,AS65,Helicopter,Turboprop/Turboshaft
HARBIN,Xuanfeng,MI4,Helicopter,Piston
HARBIN,Y-11,Y11,Fixed-Wing,Piston
HARBIN,Z-5,MI4,Helicopter,Piston
HARBIN,Z-5 Xuanfeng,MI4,Helicopter,Piston
HARBIN,Z-9 Haitun,AS65,Helicopter,Turboprop/Turboshaft
HARBIN,EMB-145LI,E145,Fixed-Wing,Jet
HARBIN,ERJ-145LI,E145,Fixed-Wing,Jet
HARBIN,Y-12-2,Y12,Fixed-Wing,Turboprop/Turboshaft
HARBIN,Y-12-4,Y12,Fixed-Wing,Turboprop/Turboshaft
HARBIN,Aircar,Y12F,Fixed-Wing,Turboprop/Turboshaft
HARBIN,Y-12C,Y12,Fixed-Wing,Turboprop/Turboshaft
HARBIN,Y-12E Harbinger,Y12,Fixed-Wing,Turboprop/Turboshaft
HARBIN,Y-12F Aircar,Y12F,Fixed-Wing,Turboprop/Turboshaft
HARBIN,EMB-135BJ Legacy 650,E35L,Fixed-Wing,Jet
HARBIN,Legacy 650,E35L,Fixed-Wing,Jet
HARMON (1),1-2 Mister America,MRAM,Fixed-Wing,Piston
HARMON (1),Mister America,MRAM,Fixed-Wing,Piston
HARMON (2),Rocket,HROC,Fixed-Wing,Piston
HAT,LS-2,LS2,Fixed-Wing,Piston
HATZ,Biplane,CB1,Fixed-Wing,Piston
HATZ,CB-1 Biplane,CB1,Fixed-Wing,Piston
HAWKER,Cygnet,CYGT,Fixed-Wing,Piston
HAWKER,Cygnet Replica,CYGT,Fixed-Wing,Piston
HAWKER,Fury,FURY,Fixed-Wing,Piston
HAWKER,Hind,HIND,Fixed-Wing,Piston
HAWKER,Hunter,HUNT,Fixed-Wing,Jet
HAWKER,Hurricane,HURI,Fixed-Wing,Piston
HAWKER,Sea Fury,FURY,Fixed-Wing,Piston
HAWKER,Sea Hawk,SHAW,Fixed-Wing,Jet
HAWKER,Sea Hurricane,HURI,Fixed-Wing,Piston
HAWKER BEECHCRAFT,58 Baron,BE58,Fixed-Wing,Piston
HAWKER BEECHCRAFT,90 King Air 90,BE9L,Fixed-Wing,Turboprop/Turboshaft
HAWKER BEECHCRAFT,200 King Air 200,BE20,Fixed-Wing,Turboprop/Turboshaft
HAWKER BEECHCRAFT,300 (B300) King Air 350,B350,Fixed-Wing,Turboprop/Turboshaft
HAWKER BEECHCRAFT,390 Premier 1,PRM1,Fixed-Wing,Jet
HAWKER BEECHCRAFT,4000 Hawker 4000,HA4T,Fixed-Wing,Jet
